,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
20284,-,-,s200,The Pacifier,The Pacifier,English,2005,97,61.0,"['Comedy', 'Family', 'Action']",Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,Average
20286,s4707,-,-,The Package,The Package,English,2018,95,60.0,['Comedy'],"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friend’s most prized possession.",Average
20297,-,s493,-,The Parallax View,The Parallax View,English,1974,102,68.0,"['Crime', 'Drama', 'Thriller']",An ambitious reporter gets in trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,Good
20299,-,-,s1316,The Parent Trap,The Parent Trap,English,1998,129,71.0,"['Comedy', 'Family']","Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",Good
20311,s8449,-,-,The Peacemaker,The Peacemaker,English,1997,124,60.0,"['Action', 'Thriller']","When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",Average
20314,-,-,s445,The Peanuts Movie,The Peanuts Movie,English,2015,89,69.0,"['Comedy', 'Animation', 'Family']","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",Good
20326,s3927,-,-,The Perfect Date,The Perfect Date,English,2019,91,65.0,"['Romance', 'Comedy']","No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",Good
20344,s8452,-,-,The Perks of Being a Wallflower,The Perks of Being a Wallflower,English,2012,103,78.0,['Drama'],"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",Good
20346,-,s4657,-,The Phantom,The Phantom,English,1996,100,52.0,"['Adventure', 'Action']",The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,Bad
20348,s8453,-,-,The Phantom of the Opera,The Phantom of the Opera,English,2004,141,73.0,"['Thriller', 'Drama', 'Romance']","Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles.",Good
20353,s8454,-,-,The Physician,The Physician,English,2013,155,73.0,"['Adventure', 'Drama', 'History']","England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",Good
20354,s1139,-,-,The Pianist,The Pianist,English,2002,149,84.0,"['Drama', 'War']","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",Good
20355,s268,-,-,The Piano,The Piano,English,1993,121,74.0,"['Drama', 'Romance']","After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",Good
20359,-,s4501,-,The Pilgrim's Progress,The Pilgrim's Progress,English,2019,118,78.0,"['Animation', 'Adventure']","An epic journey, faithfully adapted to modern-day. Christian faces distractions, challenges, and perils at every turn of the way. But ends victorious, with helpful guides, as he stays on the narrow path to the distant Celestial City.",Good
20382,s8462,-,-,The Polar Express,The Polar Express,English,2004,100,67.0,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",Good
20395,-,s8177,-,The Possession of Michael King,The Possession of Michael King,English,2014,83,60.0,['Horror'],"The film tells the story of documentary filmmaker Michael King (Shane Johnson), who doesn’t believe in God or the Devil. Following the sudden death of his wife, Michael decides to make his next film about the search for the existence of the supernatural, making himself the center of the experiment – allowing demonologists, necromancers, and various practitioners of the occult to try the deepest and darkest spells and rituals they can find on him – in the hopes that when they fail, he’ll once and for all have proof that religion, spiritualism, and the paranormal are nothing more than myth. But something does happen. An evil and horrifying force has taken over Michael King. And it will not let him go.",Average
20419,s8465,-,-,The Prince,The Prince,English,2014,91,49.0,"['Thriller', 'Action']",A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,Bad
20429,-,-,s1323,The Princess Diaries,The Princess Diaries,English,2001,116,69.0,"['Comedy', 'Family', 'Romance']","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",Good
20430,-,-,s1324,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2 Royal Engagement,English,2004,114,67.0,"['Comedy', 'Drama', 'Family', 'Romance']","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",Good
20431,s4387,-,-,The Princess Switch,The Princess Switch,English,2018,102,70.0,"['Romance', 'Comedy']","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",Good
20433,s1682,-,-,The Princess Switch: Switched Again,The Princess Switch Switched Again,English,2020,97,69.0,"['Family', 'Romance', 'Comedy']","When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",Good
20515,s3635,-,-,The Red Sea Diving Resort,The Red Sea Diving Resort,English,2019,130,69.0,"['Drama', 'Thriller', 'History']","Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",Good
20525,-,-,s1326,The Reluctant Dragon,The Reluctant Dragon,English,1941,74,67.0,"['Family', 'Animation', 'Comedy']","Humorist Robert Benchley attempts to find Walt Disney to ask him to adapt a short story about a gentle dragon who would rather recite poetry than be ferocious. Along the way, he is given a tour of Walt Disney Studios, and learns about the animation process.",Good
20532,-,s8569,-,The Report,The Report,English,2019,120,70.0,"['Thriller', 'Drama']","The story of Daniel Jones, lead investigator for the US Senate’s sweeping study into the CIA's Detention and Interrogation Program, which was found to be brutal, immoral and ineffective. With the truth at stake, Jones battled tirelessly to make public what many in power sought to keep hidden.",Good
20536,-,-,s1328,The Rescuers,The Rescuers,English,1977,78,68.0,"['Fantasy', 'Family', 'Animation', 'Adventure']","What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",Good
20557,s5880,-,-,The Ridiculous 6,The Ridiculous 6,English,2015,120,52.0,"['Western', 'Comedy']","When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",Bad
20564,s8487,-,-,The Ring,The Ring,English,2002,116,66.0,"['Horror', 'Mystery']",Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,Good
